Job Title,Job Ratings,time,JobStatus,Pros,Cons
Engineer,5.0,"Dec 6, 2023",Former employee,Really enjoyed my time there,Low pay compared to other companies
Talent management,5.0,"Nov 30, 2023","Former employee, more than 5 years",Because it was my best field of specialization.,Poor salary and working conditions.
Director of user experience,3.0,"Dec 6, 2022","Former employee, more than 3 years","I was brought in, as most, through acquisition of my startup. • Since we were a successful startup, the people who came along were phenomenal, smart, friendly and we were all in-house... pre-covid. • My team supported product, spoke to the customer and brought those insights into the ecosystem • Nice RSU structure. • Pay was not competitive, but the bonus and RSUs were solid.","• Layoffs at Cisco occur one to two times a year. Often big. • After we were absorbed, people left and we became just an employee number. • Job position/title leveling. It happens in the first 3 months. You are moved to a more junior level. Good luck trying to find a promotion."
Program manager,5.0,"Sep 6, 2023",Current employee,- Great Teams - Amazing innovations and tech projects - Best place to work in Poland for couple of times - Best medical insurance in Poland - Good chance for development your career and skills,- Salary in Poland maybe not the best - I never met my managers in person or most of my team
Test engineer,4.0,"Nov 2, 2023","Current employee, more than 1 year","Work life balance. Hybrid work, and work from home available.",Senior and high-level management are town hall events lover. Need to spend extra time to cater their needs and their showcase.
Network support engineer,5.0,"Dec 13, 2023","Current employee, more than 3 years",Great place to work at,Hard to get growth at support
Software engineer,1.0,"Nov 14, 2023","Former employee, more than 8 years",Interviews are not very difficult to clear. Promise of a great career if you have strong networking fundamentals.,Riddled with politics and wasteful middle managers. No job security because of yearly layoffs. Pay is extremely non-competitive.
Business process manager,5.0,"Nov 20, 2023","Current employee, more than 1 year",Good guidance and reward programs overall very beneficial 👍,Mostly work focused and bit less in fun stuff
Technical consulting engineer,5.0,"Nov 20, 2023","Former employee, more than 3 years","1. Encouragement to learning 
2. Opportunities to create innovative solutions
3. Good benefits","No cons observed in my experience.
All good"
Tac engineer,3.0,"Nov 27, 2023","Current employee, less than 1 year","-Great salary
-Great benefits
-Lots of training
-Lots of certifications
-CCIE certification is paid","-Work is excessive
-Customer handling
-Schedules in Mexico are horrible"
Administrative assistant,5.0,"Sep 3, 2023","Current employee, more than 3 years","Very flexible working conditions, you don’t get micro managed, a lot of trust gets put on employees","The red tape you need to go through for simple tasks, it can be overwhelming"
Anonymous employee,3.0,"Dec 11, 2023",Former employee,"Fast work, good pay. Don't be late","Stinks, smells weird bad managment"
Software engineer,5.0,"Dec 10, 2023","Current employee, less than 1 year",Very good company with good culture,Nothing as of now now
Team leader - talent acquisition,5.0,"Nov 16, 2023","Current employee, more than 3 years",people oriented culture; Transparent and with a conscious culture,Investing in better tools for reporting and management
Software engineer,5.0,"Dec 5, 2023",Former employee,Culture is good in Cisco,Not applicable as no cons insee
Program engineer,4.0,"Dec 5, 2023","Former employee, less than 1 year","nice environment, nice people, nice work life balance",growth growth growth growth growth
Software engineer intern,4.0,"Dec 6, 2023","Former employee, less than 1 year",Flexible team and helpful team members,Less pay as compared to other good companies
Software engineer,5.0,"Dec 1, 2023",Former employee,"Work life balance 
Great to place learn","Frequent change in management 
Less transparency"
Senior network engineer,4.0,"Oct 31, 2023","Current employee, more than 1 year","Good benefits, excellent continuing education opportunities, certifications, diversity of work, WFH flexibility","Job uncertainty, regular rounds of layoffs, limited leadership visibility"
Business operations manager,3.0,"Dec 15, 2023","Current employee, more than 8 years","Benefits
Learning & Development
Remote","Toxic management
Lack of empathy"
Software engineer,5.0,"Oct 4, 2023","Former employee, more than 1 year","The highest standard of software engineering, process managements, speed of development, and technical review.",Not a con so much as a product of the industry: Long hours (as are all senior tech positions).
Software engineer,5.0,"Dec 4, 2023",Current employee,Greeat work life balance and growth in career,Really none that I know of
Software engineer,4.0,"Dec 5, 2023","Current employee, more than 3 years","Benefits are really good.
Supportive culture",Planning is not as optimal
Software engineer ii,4.0,"Dec 3, 2023",Former employee,"Good environment 
Great infrastructure
Work life balance
Gym",I would say low salary to some extent
Network engineer,4.0,"Dec 3, 2023","Current employee, more than 3 years","Good flexibility, learn deep knowledge",Pay is a bit lower than other tech company
Network engineer,5.0,"Nov 29, 2023",Current employee,All Pros no cons great atmosphere,No cons nothing I can remember of
Software consulting engineer,5.0,"Nov 27, 2023","Former employee, more than 8 years","Good team, benefits, work life balance",Too many product or solutions for same problem
Scrum master,1.0,"Jan 29, 2024","Former employee, more than 5 years","First hand look at outsourcing to Bangalore and LATAM. Wow, impressive!","Everything else, constant layoffs. Incompetent management."
Account manager,5.0,"Dec 6, 2023",Current employee,"Salary, work-life balance, growth opportunities.",I Haven't really realized yet
Product manager,5.0,"Nov 21, 2023","Current employee, more than 8 years",Work life balance and hybrid work flexibility.,"Frequent restructuring and low compensation benefits compared to market standards,"
Project manager,5.0,"Nov 27, 2023",Former employee,"very good, good atmosphere and good working culture","none, it was far from my house so travel"
Senior director software development,3.0,"Oct 2, 2023","Former employee, more than 10 years","salary + bonus is reasonable, but not exceptional, compensation for engineers",executive leadership immersed and obsessed with social justice programs the company is designed around and managed around sales people
Project manager,3.0,"Oct 4, 2023","Former employee, more than 3 years","Job functionality was exactly what I expected. People and most management are great, except after the 2nd reorg. I still recommend Cisco because of the jobs opportunities they offer.",Management after Reorg was pretty bad. The Change Management was basically shoved down.
Virtual account manager,5.0,"Nov 30, 2023","Current employee, more than 3 years",Incredible support and opportunity in this role $$,None that I can think of
Senior system administrator,1.0,"Jan 14, 2024","Former employee, more than 5 years",They aren't the worst at salary.,"Very political, very disorganized, old technology, too much change for changes sake. Most dysfunctional place I've worked at."
Technical leader,4.0,"Nov 3, 2023","Current employee, more than 8 years",Good work life balance and good team,"Slow and lethargic growth , lot of maintenance related work"
Product designer,4.0,"Oct 27, 2023","Current employee, more than 1 year",Good facilities and perks like medical benifits,"Lay offs, Putting in Performance Improvement program if you are not in the good books of Manager"
Manager,5.0,"Nov 8, 2023","Former employee, more than 8 years",work using your will @ work,gets you into secured and lazy zone !!!
Network engineer,4.0,"Dec 7, 2023",Current employee,Work culture is good at cisco,Quite away from my home
Sales,3.0,"Dec 5, 2023",Former employee,everything is good and fair,"nothing is bad , environment needs enhancement"
Graduate analyst,5.0,"Nov 21, 2023",Current employee,"Nice environment ,higher pay, great career opportunities",Tough to clear assessment for recruitment
Software development engineer (sde) 3,4.0,"Nov 30, 2023","Current employee, more than 3 years","Good leadership, techstack and helpful associates",Below market pay and frequent layoffs
Software engineer,4.0,"Nov 24, 2023","Current employee, more than 1 year","Good work culture
Work flexibility","Very less work for us younguns
Not good pay as compared to big techs"
Technical consulting engineer,4.0,"Oct 18, 2023","Former employee, less than 1 year",Good benefits and certification reimbursement. Supportive teams. Many resources and learning opportunities offered.,Corporate structure changes often. Regular layoffs. Overtime work is often required for no additional compensation. Salary is lower-end for the work.
Network consulting engineer,5.0,"Sep 24, 2023","Current employee, more than 8 years","I've been with Cisco for a very long time, being on the leading edge of technology means there is always new stuff to learn.","Can't think of any, I haven't considered switching jobs and I'm looking forward to a long term future with Cisco."
Software engineer,3.0,"Aug 22, 2023","Current employee, less than 1 year",nice project and good perks,"Coming to team, I think in any company depends upon the your team, my team was a lot homogeneous and manager was always pushy most of team felt the stress always. Not a happy or enjoyable environment at all. And worst thing is Cisco has layoff every year which will effect a good amount of employees"
Senior software developer,5.0,"Nov 9, 2023",Current employee,Great mentorship and work culture is very cool,"I worked in a startup acquired by Cisco, so it may get stressful"
Finance,3.0,"Nov 28, 2023",Current employee,Good working envoiurment & work life balance,Need to improve salary package & good working enviourment
Head of product marketing,5.0,"Nov 27, 2023",Current employee,"Work Life Blanace
Great Compensations
Great Culture",None that i can think of
Customer success manager (csm),5.0,"Aug 9, 2023","Current employee, more than 1 year","Great people, great benefits and a leadership team that is supportive and understanding.","Very focused on profit and while ultimately that is good, with focus and budget moving constantly, it can lead to layoffs and restructuring efforts which are hard."
Software engineer,5.0,"Nov 5, 2023",Current employee,I like work life balance. Teammates are nice.,Low diversity. Projects go slow and you may learn less. Ventilation in offices not good.
Technical leader i,4.0,"Aug 14, 2023","Current employee, more than 1 year",Well-reputed company. Strong leadership Decent pay,"Bad work style. Need to handle development, bug fixing, many emails, internal and external queries, and customer cases even quality issues at same time."
Senior technical recruiter,4.0,"Nov 14, 2023",Current employee,"Learn a lot about culture, next generation roles. Build great relationships and teams.",Can have lots of red tape at times.
Engineering product manager,5.0,"Dec 4, 2023","Current employee, more than 8 years",Empathetic company with great benefits,Too big to navigate deliverables
Technical consulting engineer,5.0,"Sep 14, 2023","Current employee, more than 3 years",Bonuses. Good PTO policy. Great people who want to help one another.,Working more than 5 days a week. Middle managers do not seem to do a have a big impact when they come in contact with you.
Senior manager,5.0,"Dec 2, 2023","Former employee, more than 10 years",Culture salary management remote working,Still in low margin hardware business
Systems engineer,5.0,"Nov 22, 2023","Current employee, more than 10 years",Good work life balance and perks,Slow to move with some innovation
Business analyst,5.0,"Nov 29, 2023","Current employee, more than 3 years","Great benefits , superb work life balance.",Role advancement can be tricky.
Technical consulting engineer,5.0,"Nov 23, 2023","Current employee, more than 3 years","Grear benefits, lots of exposure to grow",Not much to complain in general
Solutions engineer,5.0,"Sep 5, 2023","Current employee, more than 3 years","They put employees first and its evident. Management is actually very good, as far as I can see they all embrace the concepts of taking care of the employees.",It is a large company so there is bureaucracy.
Product manager,4.0,"Oct 21, 2023","Former employee, more than 3 years","Well organised. Good caring culture, Great products and attention to market fit. Great Engineers.","Uncertainty created through limited restructures, but then again, show me a large corp that doesn't do this."
Finance manager,5.0,"Oct 31, 2023","Current employee, more than 1 year","Great company, people, and great culture. Emphasis on the culture.",No cons as of now. Keep up the great work!
Engineer,3.0,"Nov 10, 2023",Current employee,Nothing special about the employment here,Lots of issues with the employment here.. Too many layoffs
Product engineer,5.0,"Nov 14, 2023",Current employee,Good culture and work life balance,"Good growth for few years, but then it is repetitive"
Tac engineer,3.0,"Nov 15, 2023",Former employee,Good pay and experience in networking,Pathetic work culture. All work is outsourced to cheap countries like India where management is poor
Consulting engineer,4.0,"Dec 7, 2023","Current employee, more than 1 year","Nice salary.
Work life balance",No growth in the company
Vp product management,3.0,"Nov 18, 2023","Former employee, more than 10 years","Great pay, benefits and employee services",Doesn't have a strategy beyond on premise networking
Software engineer,3.0,"Nov 19, 2023",Former employee,"lots of technical accumulation, lots of things can be study.",not so friendly for freshman.
Technical specialist,3.0,"Nov 28, 2023","Former employee, more than 1 year","Great managers
Autonomy over the work you do",Terrible pay and no room for negotiation
Value engineering intern,5.0,"Sep 1, 2023","Current employee, less than 1 year",Flexible working hours and geography Output driven Many resources to leverage for work,"All stated pros are department-based, but large transferable to other departments as well"
Accountant,4.0,"Nov 18, 2023","Current employee, more than 1 year","- Career opportunities
- Work-life balance
- Great learning and development options","- Time consuming procedures
- Hierarchical management"
Ciient operations delivery,5.0,"Nov 21, 2023","Former employee, more than 1 year",They let you work with independence,"Not too many, good place to work"
Software engineer,5.0,"Nov 30, 2023","Current employee, less than 1 year",Awesome work life balance. Great facility.,Nothing found as of now
Anonymous employee,3.0,"Nov 15, 2023",Current employee,"Culture, Support, and Collaboration if you are connected to the right people and play the game.",Political Games and Large company
Software engineer,5.0,"Nov 23, 2023",Current employee,"Great work culture
Good team
Good company","Pay on lower side
Growth can be slow"
Customer success,5.0,"Nov 26, 2023",Current employee,it is a good company,redundancy of employment hence attrition
Program manager,4.0,"Nov 27, 2023",Current employee,Great work - life balance with a hybrid model,Change management can be better
Software engineer,5.0,"Nov 27, 2023","Current employee, more than 1 year",Best place to work with,Nothing negative to highlight big
Technical leader,4.0,"Nov 27, 2023","Current employee, more than 3 years",Very Good Company to work,No con so far here
Software engineer,1.0,"Feb 1, 2024",Current employee,Good work life balance present,"Less hike, politics, no growth"
Business systems analyst,4.0,"Jan 9, 2023",Current employee,"As a full time employee, the benefits are many, employees are pampered. Work environment is very friendly, open culture, zero micro management. Flexibility in working hours. Work from Anywhere is allowed 1:1 with reporting manager once a week Quarterly development review with reporting manager once every Quarter. Opportunities for doing stretch assignment with other teams Career development is encouraged, company invests in developing your skillset.","During Internal Transfer, It is very difficult to get the company to pay you on par with someone who is hired from external organization for the same role. Annual performance review works great if manager has a good opinion irrespective of what/how much work was done. Annual appraisal, stock options, bonus amount etc are perks reserved for manager's favorite."
"Director, strategy and planning",5.0,"Nov 1, 2023",Current employee,Great beneftis and leader transparancy,You do have to work very hard to stand out since its a high performing team
Partner business manager,5.0,"Nov 20, 2023","Former employee, more than 1 year","Great company, great culture, excellent support","Very demanding, fast pace, many technologies to learn"
Software engineer,5.0,"Dec 2, 2023","Current employee, more than 3 years",Good work life balance s,No transparency in hike process
Software engineer,5.0,"Nov 28, 2023",Current employee,"Great work environment,fun place to work",No clear cut career progression
Senior software engineer,5.0,"Nov 25, 2023","Former employee, more than 5 years",Work Life Balance and Diversity,Nothing to say about downside.
Senior software engineer,3.0,"May 20, 2023","Former employee, more than 3 years",Provides good apps for career advancement trainings Employee benefits are good,Politics and slow career advancement Lot of internal team competition for career advancement
Service manager,5.0,"Nov 3, 2023","Current employee, more than 10 years",Flexible working hours Hybrid Work Good Management and People,Work-Life Balance up to personal circumstances
Anonymous employee,5.0,"Nov 22, 2023",Current employee,"Company culture, work environment, benefits.",I can't think of anything
Security consulting engineer,5.0,"Sep 20, 2023","Former employee, more than 3 years","Amazing work culture. Everyone there, doesn't matter what department, is there to support you and your growth. Super cool office spaces (at least in the North Carolina headquarters).","None, I really couldn't say."
Network engineer,5.0,"Oct 26, 2023","Former employee, more than 8 years",Good work life balance and learning opportunities,"Pay is a little low, stock price is not really moving"
Global marketing,4.0,"Nov 3, 2023","Former employee, more than 1 year","Cisco trusts its employees to work remotely, around the world...",...but remote work on a global scale requires meetings outside typical working hours.
Senior software engineer,5.0,"Nov 8, 2023","Current employee, more than 1 year",Lots of opportunity to lean technology and Process,"Lots of works, so it is all busy time :)"
Account manager,4.0,"Mar 14, 2023","Current employee, more than 10 years",Great company with excellent benefits and great senior leadership that cares for both their employees and the world around us. A very forward thinking leadership team that tends to make the right decisions to help grow the company.,"Historically this has been an amazing company to work for in my 12 years here. The past 3 years, I've personally had incredibly bad direct sales leadership, with managers that are more concerned with moving up the ladder and impressing directors than managing their own team. There has also been zero rhyme or reason around goal justification and doesn't look to be getting any better anytime soon."
"Senior manager, operations",4.0,"Oct 6, 2023","Current employee, more than 10 years",Decent pay and rewards. Stock. Outstanding benefits.,Constant RIFs. Leadership is in California so you get the west coast political culture mixed into the company.
Talent advisor,5.0,"Nov 20, 2023","Current employee, more than 1 year",Very friendly environment and awesome benefits,None. Everything is good so far
Sr. consultant,5.0,"Nov 26, 2023",Current employee,amazing work environment with alot of perks,nothing nothing nothing nothing nothing
Business analyst,5.0,"Nov 6, 2023",Current employee,great work environment and super flexible hours and a ton of opportunities for development,Executive leadership sometimes has misaligned goals
Product sales specialist,5.0,"Nov 8, 2023","Current employee, more than 10 years","Bright people, well known position on market, elastic work type, many benefits, compamy car",Very limited job rotation scheme
Customer project manager,5.0,"Nov 17, 2023","Current employee, more than 3 years","Good work culture, supportive team",Sometimes the team is global and its difficult to coordinate
Senior software engineer,3.0,"Nov 17, 2023",Current employee,There is Work life balance,Salary is less competitive salary compared to other companies in the same domain
Staff software qae,5.0,"Nov 20, 2023","Current employee, more than 1 year","work life balance, peer support and culture",business outlook and perks are neutral
Ux designer,5.0,"Nov 22, 2023","Current employee, more than 1 year","Good work-life balance, fairly compensated",Has less internal job openings
Anonymous employee,4.0,"Nov 23, 2023","Current employee, more than 3 years",Work culture is top notch,"At times, lacks technical prowess to face market competition"
Manager,5.0,"Nov 27, 2023",Current employee,work life balance is good,None as of now to say
Project manager,5.0,"Oct 8, 2023","Current employee, more than 1 year","Benefits (PTO, Time2give, Floating Holidays, Day for me) Bonuses Lots of resources Amazing leaders You can truly be yourself at work! Room to grow",Lacks diversity and inclusion (a work in progress)
Communications manager,5.0,"Oct 31, 2023","Current employee, more than 3 years",The culture.. the people here are world-class!,"Can't think of any, it truly is a world-class place to work"
Principal engineer,4.0,"Nov 5, 2023",Former employee,"Work is not overwhelming, great people and company culture",sometimes the pace can be a bit too slow
Account manager,4.0,"Nov 13, 2023",Current employee,"Great pay, great flexibility. Well trained sales team",Not evaluating good talent on specialists. Lack of expertise.
Software engineer,5.0,"Nov 13, 2023","Current employee, more than 3 years",Good work life balance in company.,Career growth might get stagnant after sometime.
Network engineer,4.0,"Nov 17, 2023",Former employee,"Work-life balance, 
Great Culture,
Diversity",They need to match the salary as per the market.
Business analyst,3.0,"Oct 24, 2023",Current employee,Many good professionals Time and space for trainings,"Hard to receive proper recognition at times Salary could be better Lots of layoffs, almost every month"
Solutions architect,5.0,"Oct 30, 2023","Current employee, more than 8 years",Always being challenged to grow Professionally,Little lesser compensation compared to counterparts but still at par with the industry standard
Network engineer,4.0,"Nov 6, 2023","Former employee, more than 8 years",good place to learn a lot of technologies,"pay is pretty average, stock price is not really moving"
Anonymous employee,5.0,"Nov 6, 2023",Current employee,"Really care about their people, great culture, lots of time off and benefits",Nothing that I can think of
Design manager,3.0,"Aug 12, 2023","Former employee, more than 3 years","Job security, longevity, predictability, and many opportunities to carve out a hole and hide.","No room for change, innovation, or modern work ideas. Complex, ever-changing hierarchy. Underqualified, huge egos at the top. Order takers at the bottom."
Network engineer,3.0,"Nov 9, 2023","Former employee, less than 1 year",Nice work environment. Canteen is good. No work pressure.,No proper increments in salary. very difficult to reach next level.
Early in career program manager,5.0,"Nov 9, 2023",Current employee,Flexibility Great culture Innovation Global projects Movement,Pay Limited Travel Needs to improve internal processes More budget on campaigns
Tac manager,5.0,"Nov 10, 2023","Current employee, more than 8 years","Benefits, Salary, Career development, Managers care about their employees","no negatives, I love working here"
Senior engineer,5.0,"Nov 16, 2023","Current employee, more than 3 years","friendly and peaceful environment to work at this place,","No free food, no extra leaves"
Data analytics manager,5.0,"Nov 21, 2023",Former employee,Great pay and culture. Go for it!,None. No cons at all.
Software engineer,4.0,"Nov 27, 2023","Former employee, more than 1 year",Work life balance is good,Low growth and slow promotions
Product manager,4.0,"Nov 27, 2023",Current employee,"Work life balance, culture, stable company","Organizational Complexity, Lack of innovation"
Director sales,5.0,"Oct 11, 2023","Current employee, more than 3 years","helpful culture, problem-solving mentality, high accountability.","Some tenured sales leaders could do with a refresh. Work-life balance is bad in sales, usually 60-70 hours per week"
Senior business analyst,4.0,"Oct 15, 2023","Current employee, more than 3 years","Good company to work, good hike every year, and the management view is really good, nice work life balance",conversion of contract employees to full time takes lot of time
Software engineer,5.0,"Nov 3, 2023","Current employee, more than 1 year",Good compensation Good work lige balance Great team members,Sometimes hikes can be lesser than what you expect
Consulting engineer,5.0,"Nov 7, 2023","Current employee, more than 5 years",Fast and adaptive growth RSU stock,Burocracy sometimes create limitations for people to change internal roles
Technical marketing engineer,5.0,"Oct 3, 2023","Current employee, more than 10 years","Great culture, collaboration, and plenty of options to change internally. Work-life balance. Good customer exposure",Not the best compensation. The leadership may not be stable.
Data scientist,5.0,"Nov 9, 2023","Current employee, less than 1 year",Potential Office Benefits Growth Culture,Getting behind in tech and AI. Low diversity in management.
Anonymous employee,5.0,"Nov 11, 2023",Current employee,good benefits for full time employees,some teams don't have a good culture
Solutions specialist,5.0,"Nov 13, 2023",Current employee,Great building role for career development,Cons depend on your level of output
Account manager,5.0,"Nov 15, 2023","Current employee, more than 5 years","great people and great friends, very nive",a little old school sometimes
Solutions architect,5.0,"Nov 17, 2023","Former employee, more than 8 years",Best place to work in Mexico.,Layoffs cada año independientemente del performance individual.
Sales,5.0,"Apr 26, 2023","Current employee, more than 10 years","Solutions continue to get better. Work, Life, Balance is for real and led by example. Pay is competitive. Benefits are top notch for those with families. Upper Management is top notch (Chuck and Fran are sincere executives who truly care about their employees. Our feedback is acted on) Best example I can give is we have 3 kids, all played competitive sports including summer travel. Today 2 of them are Collegiate Athletes in 2 different States. I have been able to attend over 90% of their events, even during Q4 and most understand what a struggle that is. (Note I do hit my annual numbers so that does make it easier I will admit)","Some customers can't get over the past (a poor experiance or poor support) no matter how much you show up. Its not personal. Comp Plan changes too much but we are evolving as a Company so it is expected, if you don't like change don't come here. Note this con can be for any job. My job has only been as good as the accounts I support and my team. Past 2 years I have had decent accounts, a great support team and great manager. Before that I was on my way out due to a poor manager and average accounts. You won't know this til you take the chance and join us. If you focus on the long game, the cons are single % and change is good."
Systems engineer,4.0,"Nov 3, 2023",Former employee,Cisco has one of the best culture working for it.,usual tech layoff that happen everywhere but manageble compare to other companies.
Engineering program manager,3.0,"Nov 6, 2023","Former employee, more than 1 year","Advanced technology, however resistance to change.",Unfriendly Work Culture. Outside experience is unwelcome. Resistance to change.
Account executive,3.0,"Nov 6, 2023","Former employee, more than 1 year","Good product, although may have changed under Cisco umbrella",Innovation may be difficult to come by since the Cisco acquisition
Network consulting engineer,4.0,"Nov 14, 2023","Former employee, more than 3 years",Good workplace Work-life balance Amazing people to work with,"Pay is comparatively less, thats all"
Network engineer,4.0,"Nov 16, 2023","Current employee, more than 1 year",Good company to work in networks,Job security in USA and UK
Security engineer,5.0,"Nov 16, 2023",Current employee,"Best work culture
Employee friendly
Health benefits
Campus
Great supportive","Salaries, Bonuses, Increments and hikes
, Innovation, Team engagement"
Saas operations engineer,5.0,"Nov 20, 2023","Current employee, more than 5 years","Great culture
Good salary
Amazing benefits",Not that I am aware of
Design engineer,5.0,"Nov 21, 2023",Current employee,Culture is really great. Nice campus.,Everything is just awesome and fabulous.
Global procurement manager,5.0,"Oct 6, 2023","Current employee, more than 1 year",Exceptional caring management. Great benefits and work life balance.,None that I can think of.
Operations manager,3.0,"Oct 24, 2023",Current employee,Great benefits and treat people well,"A lot of old timers that are dragging, not a great place to make a big impact"
Systems engineer,5.0,"Oct 24, 2023","Current employee, more than 10 years","Very generous benefit package, and good compensation","Complex environment, bureaucratic, and very long hours"
Software engineer,5.0,"Nov 7, 2023","Former employee, more than 1 year",- Good work life balance here,- Slow growth - Sometimes opportunities are less
Software engineering intern,4.0,"Nov 17, 2023",Current employee,Friendly team-mates and learnt a lot.,"nothing really, had a good time there"
Network technician,5.0,"Nov 20, 2023",Former employee,nice enviroments and abundant resources,"not too much cons, everything is good"
Receptionist,4.0,"Nov 19, 2023","Former employee, less than 1 year","Good people, good environment, overall a good experience",its a very corporate place
Project manager,5.0,"Nov 20, 2023","Current employee, more than 1 year",Layed back culture and food,Work can be stressful at times
Senior account director,5.0,"Nov 22, 2023",Former employee,Perfect for career prospects elsewhere,Drinking from the fire hydrant
Senior product manager,4.0,"Jun 11, 2023","Current employee, more than 8 years","Quality work, good exposure As a Product Manager, you see all aspects of your Products. Friendly teams Large organization presents multiple work options across the organization","Everything that you get depends on your manager. A Micromanager can make your life difficult. Ratings are only influenced by the relationship with manager. Skewed behavior, favoring US employees in the same time zone as the management."
Product manager,4.0,"Oct 23, 2023",Former employee,1:50 PM to Dev ratio Good leaders and set processes,Things don't move fast Shipping cycles are longer due to hardware involvement
Software engineer,5.0,"Nov 1, 2023","Current employee, more than 3 years",gives many public holidays as holiday instead of optional holiday,"depends on team, Company and its policies are good."
Customer success manager (csm),5.0,"Nov 6, 2023",Current employee,- Great place to work - Good values - Good perks,- Lay offs - Nothing else
Systems engineer,5.0,"Nov 9, 2023","Former employee, more than 5 years",Dynamic and very nice working environment.,I don't have much about the cons.
Software engineer,4.0,"Nov 10, 2023",Current employee,"Great culture, nice people and challenging projects!",not a lot of money. Competing companies pay more.
Security solutions engineer,5.0,"Nov 19, 2023","Former employee, more than 10 years","Very stable, good environment, hybrid.",Not many growth oportunidades available.
Manager,5.0,"Oct 25, 2023",Current employee,"WFH, Ability to recognize others, Great CEO",Some people at the SVP/VP level do not know what they are doing
Software engineer,4.0,"Nov 2, 2023",Former employee,An awesome work culture I have seen who really cares for their employees.,Promotions and Hike are not great.
Anonymous employee,5.0,"Nov 8, 2023",Former employee,The company has great benefits and beautiful offices,The company does not have any cons
Business analyst,5.0,"Nov 9, 2023","Current employee, more than 1 year","Growth, Work-Life Balance, Good Compensation",There are no negative experience till now
Mechanical engineering manager,4.0,"Nov 18, 2023",Former employee,"Large Company
Bay area location
Lack of perks","Pay
Not enough Remote working
No free food"
Anonymous employee,5.0,"Nov 21, 2023",Former employee,Good company to work with,Work sometimes exceeds the time
Director,3.0,"Jul 11, 2023","Former employee, more than 8 years",Huge company nice benefits could be so much better if they broke the silos stopped the internal competition and all worked in harmony to dominate the space,Never really set a strategy that’s unified for to the silos and constant yearly management re prgs
Software developer,4.0,"Sep 21, 2023","Current employee, more than 1 year",Interesting work Cutting edge technologies Helpful team,The company doesn't pay Canadian employees as much as US employees even though the cost of living in Canada is higher than some US states.
Software engineering technical leader,4.0,"Sep 25, 2023","Current employee, more than 5 years","Good work-life balance, You can learn new skills since Cisco is a technology master in networking.",It is bit of a concern due to frequent LRs almost every year. sometimes twice a year!
Software test engineer,5.0,"Oct 25, 2023","Current employee, more than 3 years",Great work life balance. Very supportive team and managers,Being part of big company you get exposed to few part of project.
Anonymous employee,5.0,"Nov 1, 2023","Former employee, more than 1 year","great place to work, the culture is great",can't think of any other than the low Polish salary
Data engineer,4.0,"Nov 6, 2023","Current employee, more than 3 years","Best team mates, best work environment. Good health Insurance support.",Not much I can think.
Software engineer,5.0,"Nov 13, 2023",Current employee,Very good work life balance,There aren't many interesting projects
Network engineer,3.0,"Nov 14, 2023",Former employee,Good work life balance amongst teams,teams can run slow or fast large variance
Nce - network consulting engineer,4.0,"Nov 21, 2023",Current employee,Wfh option is really good,Not highly paid as others
Product management intern,5.0,"Oct 17, 2023","Former employee, less than 1 year","Great company culture, people warm and welcoming",In-site San Jose Office doesn't have free food. You have to pay in the cafeteria
"Leader, customer delivery",5.0,"Oct 17, 2023","Current employee, more than 8 years","Office infrastructure, Flexible Work policy, Addition holidays, Work life balance",I haven't experienced any cons
Engineering manager,5.0,"Oct 22, 2023","Current employee, more than 5 years",Lot of learning and opportunities to grow. Good work life balance.,Uncertainty exist because of lay offs and team restructuring
Technical solutions architect,4.0,"Jun 25, 2023","Current employee, more than 1 year","There are very few limitations on what learning sources you can get your hands on. Think of a training, course you would want and there is generally a way you can get Cisco to get it for you. The teams collaborate on a very good level. They will have your back and help you grow.",Compensation doesn't move as fast with the market. But this is true for most companies out there.
Technical solutions architect,5.0,"Sep 7, 2023",Current employee,Great to work across so many customers,We are spread THIN. There are 5 people in my team to cover all customers for an architecture. We have SEs and AMs to work through but often their understanding of our products isn't up to scratch
Anonymous employee,4.0,"Oct 31, 2023","Former employee, more than 3 years",Stable job. Great benefits. Work life balance is good.,Kinda boring. Better if you're in san jose
Software engineer (swe ii),5.0,"Oct 31, 2023",Current employee,Work life balance is too good,Pay is not upto the industry standards
Business development manager,4.0,"Nov 5, 2023","Current employee, more than 10 years","Flexibility, work from home, company culture and life-work balance","Regular layoffs, limited development, opportunities within the company"
It deptarment - server administrator,4.0,"Nov 10, 2023","Former employee, less than 1 year",Awesome benefits and great pay,"Nothing, everything was great. Hope to work there again"
Business analyst,5.0,"Nov 12, 2023",Current employee,great work life balance for new hires,pays less than market avg.
Senior engineer,4.0,"Nov 17, 2023","Current employee, more than 3 years",Good company to work. Work life balance,nothing to say for cons
Software engineer 2,2.0,"Nov 24, 2023","Current employee, more than 3 years",Okay okay okay okay okay,Average average average average average
Solutions architect,5.0,"May 4, 2023","Current employee, more than 10 years","Provide me a purpose , I build and demonstrate future state of networks for my customers and when I use those infrastructures in production gives me an immense satisfaction, Never seen a company strive so hard to satisfy customers and I can repeat series of mistakes trying to keep customer happy, it is good to get paid for hobby.","I am here for the last 22 years, so don't think any exist"
Senior software enginner,4.0,"Sep 19, 2023","Current employee, less than 1 year","Great networking company to work with, which is pioneer in developing many ip/routing protocol and network security. Pool of talented pools which enable co-worker to learn and rise.","Increment is not attractive, frequent layoff will create job insecurities."
